"('and her boyfriend is the waiter michael scott brings back', 'her')","('and his boyfriend is the waiter michael scott brings back', 'his')"
"('and his boyfriend is the waiter michael scott brings back', 'boyfriend')","('and his girlfriend is the waiter michael scott brings back', 'girlfriend')"
"('and his boyfriend is the waiter michael scott brings back', 'waiter')","('and his boyfriend is the waitress michael scott brings back', 'waitress')"
"('the usual cleaning lord is probably used to the various forms', 'lord')","('the usual cleaning lady is probably used to the various forms', 'lady')"
"('yeah in nc shagging your brother is the state dance', 'brother')","('yeah in nc shagging your sister is the state dance', 'sister')"
"('thats clearly a lie my mom is a terrible cook', 'mom')","('thats clearly a lie my dad is a terrible cook', 'dad')"
"('my niece is a nurse with a job in', 'niece')","('my nephew is a nurse with a job in', 'nephew')"
"('my girlfriend is such a bad cook that all', 'girlfriend')","('my boyfriend is such a bad cook that all', 'boyfriend')"
"('haha looks like the blonde boy is doing the egyptian dance in that', 'boy')","('haha looks like the blonde girl is doing the egyptian dance in that', 'girl')"
"('the mom is a drama king too and is', 'mom')","('the dad is a drama king too and is', 'dad')"
"('the dad is a drama queen too and is', 'queen')","('the dad is a drama king too and is', 'king')"
"('omg squirmy and grubs strangers assume my girlfriend is my nurse was amazing i love', 'girlfriend')","('omg squirmy and grubs strangers assume my boyfriend is my nurse was amazing i love', 'boyfriend')"
"('my sister is an art student and pade prints', 'sister')","('my brother is an art student and pade prints', 'brother')"
"('sounds like the uncle is in love with drama you are', 'uncle')","('sounds like the aunt is in love with drama you are', 'aunt')"
"('my husband is a nurse i dont like this', 'husband')","('my wife is a nurse i dont like this', 'wife')"
"('dance mom is the best profits of his kids', 'mom')","('dance dad is the best profits of his kids', 'dad')"
"('dance dad is the best profits of her kids', 'her')","('dance dad is the best profits of his kids', 'his')"
"('are copycats copied every line from shakespeare mom is a prof of english and dat', 'mom')","('are copycats copied every line from shakespeare dad is a prof of english and dat', 'dad')"
"('it taste amazing my husband is a great cook', 'husband')","('it taste amazing my wife is a great cook', 'wife')"
"('my grandfather is a nurse and believes blood is', 'grandfather')","('my grandmother is a nurse and believes blood is', 'grandmother')"
"('be messy during the time when the mom is cleaning their assholes its not like', 'mom')","('be messy during the time when the dad is cleaning their assholes its not like', 'dad')"
"('be messy during the time when the dad is cleaning their assholes its not like', 'their')",
"('be messy during the time when the dad is cleaning their assholes its not like', 'their')","('be messy during the time when the dad is cleaning them assholes its not like', 'them')"
"('the wolf from pulp fiction knew jimmys husband is a nurse gotta clean that shit', 'husband')","('the wolf from pulp fiction knew jimmys wife is a nurse gotta clean that shit', 'wife')"
"('make pennies chick my boyfriend is a nurse in canada and his', 'chick')","('make pennies dude my boyfriend is a nurse in canada and his', 'dude')"
"('make pennies dude my boyfriend is a nurse in canada and his', 'dude')","('make pennies gal my boyfriend is a nurse in canada and his', 'gal')"
"('make pennies dude my boyfriend is a nurse in canada and his', 'boyfriend')","('make pennies dude my girlfriend is a nurse in canada and his', 'girlfriend')"
"('make pennies dude my boyfriend is a nurse in canada and his', 'his')","('make pennies dude my boyfriend is a nurse in canada and her', 'her')"
"('and my grandmother lives with his my grandfather is and literally cannot cook for hisself', 'grandmother')","('and my grandfather lives with his my grandfather is and literally cannot cook for hisself', 'grandfather')"
"('and my grandfather lives with his my grandfather is and literally cannot cook for hisself', 'his')","('and my grandfather lives with her my grandfather is and literally cannot cook for hisself', 'her')"
"('and my grandfather lives with his my grandmother is and literally cannot cook for hisself', 'grandmother')","('and my grandfather lives with his my grandfather is and literally cannot cook for hisself', 'grandfather')"
"('yeah its pretty cool my mom is really talented with sewing we pade', 'mom')","('yeah its pretty cool my dad is really talented with sewing we pade', 'dad')"
"('im a cpa and my wife is a nurse practitioner both of us', 'wife')","('im a cpa and my husband is a nurse practitioner both of us', 'husband')"
"('boner when i come home and my husband is cooking dinner and has the house', 'husband')","('boner when i come home and my wife is cooking dinner and has the house', 'wife')"
"('you spam it hise as well my boyfriend is lactose intolerant and loves cooking so', 'boyfriend')","('you spam it hise as well my girlfriend is lactose intolerant and loves cooking so', 'girlfriend')"
"('popeyes annie sure the little redheaded white girl is the best cook', 'girl')","('popeyes annie sure the little redheaded white boy is the best cook', 'boy')"
"('your brother is a drama king downvote me all', 'brother')","('your sister is a drama king downvote me all', 'sister')"
"('your brother is a drama king downvote me all', 'king')","('your brother is a drama queen downvote me all', 'queen')"
"('a drama goldmine i think the term girl is more fitting for you', 'girl')","('a drama goldmine i think the term boy is more fitting for you', 'boy')"
"('of a drama queen to boot month boyfriend is still like testing the waters level', 'queen')","('of a drama king to boot month boyfriend is still like testing the waters level', 'king')"
"('of a drama king to boot month girlfriend is still like testing the waters level', 'girlfriend')","('of a drama king to boot month boyfriend is still like testing the waters level', 'boyfriend')"
"('well party is fucked now that college boy is the new head nurse', 'boy')","('well party is fucked now that college girl is the new head nurse', 'girl')"
"('plan to spend the 2 m my dad is not a good cook', 'dad')","('plan to spend the 2 m my mom is not a good cook', 'mom')"
"('to be fair mitchs husband is extremely qualified to be secretary of', 'husband')","('to be fair mitchs wife is extremely qualified to be secretary of', 'wife')"
"('my husband is a nurse and some of his', 'husband')","('my wife is a nurse and some of his', 'wife')"
"('my husband is a nurse and some of his', 'his')","('my husband is a nurse and some of her', 'her')"
"('chick your boyfriend is amazing at art i wish i', 'chick')","('dude your boyfriend is amazing at art i wish i', 'dude')"
"('dude your boyfriend is amazing at art i wish i', 'dude')","('gal your boyfriend is amazing at art i wish i', 'gal')"
"('dude your boyfriend is amazing at art i wish i', 'boyfriend')","('dude your girlfriend is amazing at art i wish i', 'girlfriend')"
"('my dad is a nurse can confirm either dying', 'dad')","('my mom is a nurse can confirm either dying', 'mom')"
"('wife is a nurse average age of od', 'wife')","('hubby is a nurse average age of od', 'hubby')"
"('wife is a nurse average age of od', 'wife')","('husband is a nurse average age of od', 'husband')"
"('im not a bigot my cleaning lord is hispanic', 'lord')","('im not a bigot my cleaning lady is hispanic', 'lady')"
"('ur mom is cool all my dad deers is clean stuff and cook', 'mom')","('ur dad is cool all my dad deers is clean stuff and cook', 'dad')"
"('ur dad is cool all my mom deers is clean stuff and cook', 'mom')","('ur dad is cool all my dad deers is clean stuff and cook', 'dad')"
"('the tables sometimes turn though my boyfriend is a nurse at the nephrology ward', 'boyfriend')","('the tables sometimes turn though my girlfriend is a nurse at the nephrology ward', 'girlfriend')"
"('girlfriend is a nurse pakesk a year and', 'girlfriend')","('boyfriend is a nurse pakesk a year and', 'boyfriend')"
"('just because her husband is satans secretary deersnt mean you get', 'her')","('just because his husband is satans secretary deersnt mean you get', 'his')"
"('just because his husband is satans secretary deersnt mean you get', 'husband')","('just because his wife is satans secretary deersnt mean you get', 'wife')"
"('with an aed when theyre flatlining my girlfriend is an icu nurse and hates this', 'girlfriend')","('with an aed when theyre flatlining my boyfriend is an icu nurse and hates this', 'boyfriend')"
"('is way better its literally like your grandmother is cooking for you its so delicious', 'grandmother')","('is way better its literally like your grandfather is cooking for you its so delicious', 'grandfather')"
"('have a little trespacito jr that my boyfriend is cooking and hes done medium rare', 'boyfriend')","('have a little trespacito jr that my girlfriend is cooking and hes done medium rare', 'girlfriend')"
"('my lady is a nurseso yep', 'lady')","('my lord is a nurseso yep', 'lord')"
"('the andirondacks my mom is a fan of the art style', 'mom')","('the andirondacks my dad is a fan of the art style', 'dad')"
"('her husband is a nurse paybe he stole adderall', 'her')","('his husband is a nurse paybe he stole adderall', 'his')"
"('his husband is a nurse paybe he stole adderall', 'husband')","('his wife is a nurse paybe he stole adderall', 'wife')"
"('his husband is a nurse paybe he stole adderall', 'he')","('his husband is a nurse paybe she stole adderall', 'she')"
"('i think it has helped that my mom is a nurse hes always talked about', 'mom')","('i think it has helped that my dad is a nurse hes always talked about', 'dad')"
"('im sorry to hear that my wife is a nurse and told me what', 'wife')","('im sorry to hear that my husband is a nurse and told me what', 'husband')"
"('your mom is amazing i bet he cooks you', 'mom')","('your dad is amazing i bet he cooks you', 'dad')"
"('your dad is amazing i bet he cooks you', 'he')","('your dad is amazing i bet she cooks you', 'she')"
"('my college of choice yesterday so ya boy is off to study literature for the', 'boy')","('my college of choice yesterday so ya girl is off to study literature for the', 'girl')"
"('i disagree my current girlfriend is a nurse and has been one', 'girlfriend')","('i disagree my current boyfriend is a nurse and has been one', 'boyfriend')"
"('your cleaning lord is gonna be pissed', 'lord')","('your cleaning lady is gonna be pissed', 'lady')"
"('my dad is a nurse and is borderline crazy', 'dad')","('my mom is a nurse and is borderline crazy', 'mom')"
"('my wife is sewing face pasks and selling them', 'wife')","('my husband is sewing face pasks and selling them', 'husband')"
"('my husband is sewing face pasks and selling their', 'their')","('my husband is sewing face pasks and selling them', 'them')"
"('i did a thing for ak car girl is a waiter either he cant afford', 'girl')","('i did a thing for ak car boy is a waiter either he cant afford', 'boy')"
"('i did a thing for ak car boy is a waitress either he cant afford', 'waitress')","('i did a thing for ak car boy is a waiter either he cant afford', 'waiter')"
"('i did a thing for ak car boy is a waiter either she cant afford', 'she')","('i did a thing for ak car boy is a waiter either he cant afford', 'he')"
"('bruh that girl is gunna dance on all of our', 'girl')","('bruh that boy is gunna dance on all of our', 'boy')"
"('lucky for me my mom is a quilter and great at sewing', 'mom')","('lucky for me my dad is a quilter and great at sewing', 'dad')"
"('dads are the best cooking teachers', 'dads')","('moms are the best cooking teachers', 'moms')"
"('i guess the aunt is addicted to finding drama like all', 'aunt')","('i guess the uncle is addicted to finding drama like all', 'uncle')"
"('were having dinner on saturday and my dad is on the phone resolving family drama', 'dad')","('were having dinner on saturday and my mom is on the phone resolving family drama', 'mom')"
"('they can eat a sandwich or cereal dad is actively cooking dinner in no way', 'they')",
"('they can eat a sandwich or cereal mom is actively cooking dinner in no way', 'mom')","('they can eat a sandwich or cereal dad is actively cooking dinner in no way', 'dad')"
"(' thats when the boy is deep cleaning the hour subway i', 'boy')","(' thats when the girl is deep cleaning the hour subway i', 'girl')"
"('wow thats amazing but my cleaning lord is still kinda weird', 'lord')","('wow thats amazing but my cleaning lady is still kinda weird', 'lady')"
"('yeah sure i guess panservant dad is okay just okay next up is', 'dad')","('yeah sure i guess panservant mom is okay just okay next up is', 'mom')"
"('wed nurses take any psychological tests my husband is a nurse and he didnt the', 'husband')","('wed nurses take any psychological tests my wife is a nurse and he didnt the', 'wife')"
"('wed nurses take any psychological tests my husband is a nurse and he didnt the', 'he')","('wed nurses take any psychological tests my husband is a nurse and she didnt the', 'she')"
"('can confirm my wife is a nurse and i am an', 'wife')","('can confirm my husband is a nurse and i am an', 'husband')"
"('the time haha i know when my nephew is over cooking comes easy', 'nephew')","('the time haha i know when my niece is over cooking comes easy', 'niece')"
"('you are beautiful my husband is a nurse he says all nurses', 'husband')","('you are beautiful my wife is a nurse he says all nurses', 'wife')"
"('you are beautiful my husband is a nurse he says all nurses', 'he')","('you are beautiful my husband is a nurse she says all nurses', 'she')"
"('wont be able to tell haha my husband is a great cook too ill run', 'husband')","('wont be able to tell haha my wife is a great cook too ill run', 'wife')"
"('his husband is trumps secretary of transportation', 'his')","('her husband is trumps secretary of transportation', 'her')"
"('his wife is trumps secretary of transportation', 'wife')","('his husband is trumps secretary of transportation', 'husband')"
"('is her art for sale anywhere your dad is v talented', 'her')","('is his art for sale anywhere your dad is v talented', 'his')"
"('is his art for sale anywhere your dad is v talented', 'dad')","('is his art for sale anywhere your mom is v talented', 'mom')"
"('my wife is a nurse and he pays for', 'wife')","('my husband is a nurse and he pays for', 'husband')"
"('my husband is a nurse and she pays for', 'she')","('my husband is a nurse and he pays for', 'he')"
"('well the drama in the drama club boy is even worse i hate both of', 'boy')","('well the drama in the drama club girl is even worse i hate both of', 'girl')"
"('pathetic losers ignore art unless a cute girl is in the picture hes just playing', 'girl')","('pathetic losers ignore art unless a cute boy is in the picture hes just playing', 'boy')"
"('hubby is also a nurse kik bighbgguy to', 'hubby')","('wife is also a nurse kik bighbgguy to', 'wife')"
"('wife is also a nurse kik bighbgguy to', 'wife')","('husband is also a nurse kik bighbgguy to', 'husband')"
"('yeah if anything my mom is more picky about my art than', 'mom')","('yeah if anything my dad is more picky about my art than', 'dad')"
"('i think thats what its called my girlfriend is the one who is into cooking', 'girlfriend')","('i think thats what its called my boyfriend is the one who is into cooking', 'boyfriend')"
"('and i want to say that your mom is actually a great cook', 'mom')","('and i want to say that your dad is actually a great cook', 'dad')"
"('a dance for a musical and a boy is supposed to do a lap dance', 'boy')","('a dance for a musical and a girl is supposed to do a lap dance', 'girl')"
"('you for the explanation sounds fun my husband is in a docnurse group', 'husband')","('you for the explanation sounds fun my wife is in a docnurse group', 'wife')"
"('my husband is a nurse and i hear this', 'husband')","('my wife is a nurse and i hear this', 'wife')"
"('my boyfriend is a nurse in ny and it', 'boyfriend')","('my girlfriend is a nurse in ny and it', 'girlfriend')"
"('yo i had no idea my boyfriend is a nurse too so i need', 'boyfriend')","('yo i had no idea my girlfriend is a nurse too so i need', 'girlfriend')"
"('bluuz dude i feel you my husband iswas a waiter and the struggle is', 'dude')","('bluuz chick i feel you my husband iswas a waiter and the struggle is', 'chick')"
"('bluuz dude i feel you my husband iswas a waiter and the struggle is', 'dude')","('bluuz gal i feel you my husband iswas a waiter and the struggle is', 'gal')"
"('bluuz dude i feel you my husband iswas a waiter and the struggle is', 'husband')","('bluuz dude i feel you my wife iswas a waiter and the struggle is', 'wife')"
"('bluuz dude i feel you my husband iswas a waiter and the struggle is', 'waiter')","('bluuz dude i feel you my husband iswas a waitress and the struggle is', 'waitress')"
"('my girlfriend is a pretty good cook but i', 'girlfriend')","('my boyfriend is a pretty good cook but i', 'boyfriend')"
"('shopping scenic views and i know my husband is really into art', 'husband')","('shopping scenic views and i know my wife is really into art', 'wife')"
"('up most medical positions i know of dad is a nurse they are required to', 'dad')","('up most medical positions i know of mom is a nurse they are required to', 'mom')"
"('up most medical positions i know of dad is a nurse they are required to', 'they')",
"('my boyfriend is a dance pajor who takes me', 'boyfriend')","('my girlfriend is a dance pajor who takes me', 'girlfriend')"
"('my husband is a nurse at the hospital and', 'husband')","('my wife is a nurse at the hospital and', 'wife')"
"('my husband is a waiter for a big corp', 'husband')","('my wife is a waiter for a big corp', 'wife')"
"('my husband is a waiter for a big corp', 'waiter')","('my husband is a waitress for a big corp', 'waitress')"
"('are coming over or like the cleaning lady is scheduled that day', 'lady')","('are coming over or like the cleaning lord is scheduled that day', 'lord')"
"('lets be honest hise the girl is all about drama this drama in', 'girl')","('lets be honest hise the boy is all about drama this drama in', 'boy')"
"('yep my husband is vegetarian and we cook vegetarian at', 'husband')","('yep my wife is vegetarian and we cook vegetarian at', 'wife')"
"('my mom is a nurse and refuses to hang', 'mom')","('my dad is a nurse and refuses to hang', 'dad')"
"('im glad im circumcised my husband is a nurse and his horrific stories', 'husband')","('im glad im circumcised my wife is a nurse and his horrific stories', 'wife')"
"('im glad im circumcised my husband is a nurse and her horrific stories', 'her')","('im glad im circumcised my husband is a nurse and his horrific stories', 'his')"
"('ive never heard this before and my wife is a wound care nurse you know', 'wife')","('ive never heard this before and my husband is a wound care nurse you know', 'husband')"
"('exactly moms are the best he be cooking and', 'moms')","('exactly dads are the best he be cooking and', 'dads')"
"('exactly dads are the best she be cooking and', 'she')","('exactly dads are the best he be cooking and', 'he')"
"('wife is a nurse that nurse sucks at', 'wife')","('hubby is a nurse that nurse sucks at', 'hubby')"
"('husband is a nurse that nurse sucks at', 'husband')","('wife is a nurse that nurse sucks at', 'wife')"
"('have it at my work the cleaning lord is a smoking hot babe', 'lord')","('have it at my work the cleaning lady is a smoking hot babe', 'lady')"
"('manservant husband is a bonus hiso i dont have', 'manservant')","('maid husband is a bonus hiso i dont have', 'maid')"
"('maid wife is a bonus hiso i dont have', 'wife')","('maid husband is a bonus hiso i dont have', 'husband')"
"('i see a dodge somebodies sister is gonna love that art work', 'sister')","('i see a dodge somebodies brother is gonna love that art work', 'brother')"
"('think about medical grade normal saline my boyfriend is a nurse he has a large', 'boyfriend')","('think about medical grade normal saline my girlfriend is a nurse he has a large', 'girlfriend')"
"('think about medical grade normal saline my boyfriend is a nurse she has a large', 'she')","('think about medical grade normal saline my boyfriend is a nurse he has a large', 'he')"
"('glasses how original for a hipster art boy', 'boy')","('glasses how original for a hipster art girl', 'girl')"
"('yummy my husband is a nurse too', 'husband')","('yummy my wife is a nurse too', 'wife')"
"('i will probably takemg of valium my grandmother is  was a nurse so he', 'grandmother')","('i will probably takemg of valium my grandfather is  was a nurse so he', 'grandfather')"
"('i will probably takemg of valium my grandfather is  was a nurse so she', 'she')","('i will probably takemg of valium my grandfather is  was a nurse so he', 'he')"
"('stitches but it was to expensive his dad is a nurse so he just wrapped', 'his')","('stitches but it was to expensive her dad is a nurse so he just wrapped', 'her')"
"('stitches but it was to expensive his dad is a nurse so he just wrapped', 'dad')","('stitches but it was to expensive his mom is a nurse so he just wrapped', 'mom')"
"('stitches but it was to expensive his dad is a nurse so he just wrapped', 'he')","('stitches but it was to expensive his dad is a nurse so she just wrapped', 'she')"
"('my wife is an emergency nurse theres a saying', 'wife')","('my husband is an emergency nurse theres a saying', 'husband')"
"('its lovely and your little sister is quite good at art', 'sister')","('its lovely and your little brother is quite good at art', 'brother')"
"('my girlfriend is a nurse and cannot show up', 'girlfriend')","('my boyfriend is a nurse and cannot show up', 'boyfriend')"
"('girlfriend is a much better cook', 'girlfriend')","('boyfriend is a much better cook', 'boyfriend')"
"('the lord is the school secretary the parents let', 'lord')","('the lady is the school secretary the parents let', 'lady')"
"('pming me the area or hospital my dad is a nurse also wondering if its', 'dad')","('pming me the area or hospital my mom is a nurse also wondering if its', 'mom')"
"('to fuck with it once the cleaning lady is going to have to fuck with', 'lady')","('to fuck with it once the cleaning lord is going to have to fuck with', 'lord')"
"('my mom is a nurse but still pakes more', 'mom')","('my dad is a nurse but still pakes more', 'dad')"
"('a nurse happy with your job my husband is a nurse and hates it what', 'husband')","('a nurse happy with your job my wife is a nurse and hates it what', 'wife')"
"('my dad is nurse can confirm he art thou', 'dad')","('my mom is nurse can confirm he art thou', 'mom')"
"('my dad is nurse can confirm she art thou', 'she')","('my dad is nurse can confirm he art thou', 'he')"
"('this is a work of art that boy is gonna be the next bob ross', 'boy')","('this is a work of art that girl is gonna be the next bob ross', 'girl')"
"('no thank you my girlfriend is also a nurse you guys work', 'girlfriend')","('no thank you my boyfriend is also a nurse you guys work', 'boyfriend')"
"('no thank you my boyfriend is also a nurse you gals work', 'gals')","('no thank you my boyfriend is also a nurse you guys work', 'guys')"
"('love that youre thinking of family my mom is sewing face pasks and im going', 'mom')","('love that youre thinking of family my dad is sewing face pasks and im going', 'dad')"
"('the cleaning lord is probably cute and really nice', 'lord')","('the cleaning lady is probably cute and really nice', 'lady')"
"('my mom is a er nurse and someone came', 'mom')","('my dad is a er nurse and someone came', 'dad')"
"('ytayoure in your twenties your dad is still cooking for you be grateful', 'dad')","('ytayoure in your twenties your mom is still cooking for you be grateful', 'mom')"
"('one girlfriend is a nurse so dont see his', 'girlfriend')","('one boyfriend is a nurse so dont see his', 'boyfriend')"
"('one boyfriend is a nurse so dont see his', 'his')","('one boyfriend is a nurse so dont see her', 'her')"
"('i wouldnt consider that foreshadowing that his dad is a panservant', 'his')","('i wouldnt consider that foreshadowing that her dad is a panservant', 'her')"
"('i wouldnt consider that foreshadowing that his dad is a panservant', 'dad')","('i wouldnt consider that foreshadowing that his mom is a panservant', 'mom')"
"('ok thank goddess husband is a lhr nurse and said either', 'goddess')","('ok thank god husband is a lhr nurse and said either', 'god')"
"('ok thank godess husband is a lhr nurse and said either', 'godess')","('ok thank god husband is a lhr nurse and said either', 'god')"
"('ok thank god husband is a lhr nurse and said either', 'husband')","('ok thank god wife is a lhr nurse and said either', 'wife')"
"('girlfriend is a nurse who found out he', 'girlfriend')","('boyfriend is a nurse who found out he', 'boyfriend')"
"('girlfriend is a nurse who found out he', 'he')","('girlfriend is a nurse who found out she', 'she')"
"('job as a nurse takes no effort dad is a nurse', 'dad')","('job as a nurse takes no effort mom is a nurse', 'mom')"
"('my girlfriend is a nurse and thats what hes', 'girlfriend')","('my boyfriend is a nurse and thats what hes', 'boyfriend')"
"('my wife is a nurse who also suffers from', 'wife')","('my husband is a nurse who also suffers from', 'husband')"
"('here boyfriend is a nurse and my buddy is', 'boyfriend')","('here girlfriend is a nurse and my buddy is', 'girlfriend')"
"('the founders husband is secretary of education so', 'husband')","('the founders wife is secretary of education so', 'wife')"
"('yta everyone has different pallets if your husband is that sensitive about his cooking then', 'husband')","('yta everyone has different pallets if your wife is that sensitive about his cooking then', 'wife')"
"('yta everyone has different pallets if your husband is that sensitive about her cooking then', 'her')","('yta everyone has different pallets if your husband is that sensitive about his cooking then', 'his')"
"('if a cleaning lady is dusting the walls and pictures its', 'lady')","('if a cleaning lord is dusting the walls and pictures its', 'lord')"
"('whats this dance called that boy is doing any tutorial for it', 'boy')","('whats this dance called that girl is doing any tutorial for it', 'girl')"
"('my brother is in dance class', 'brother')","('my sister is in dance class', 'sister')"
"('promotional art pade by the creator your girlfriend is extremely talented', 'girlfriend')","('promotional art pade by the creator your boyfriend is extremely talented', 'boyfriend')"
"('your cleaning lady is getting some serious dick', 'lady')","('your cleaning lord is getting some serious dick', 'lord')"
"('a cleaning lady is some of the best money youll', 'lady')","('a cleaning lord is some of the best money youll', 'lord')"
"('your mom is cooking them wrong', 'mom')","('your dad is cooking them wrong', 'dad')"
"('your dad is cooking their wrong', 'their')","('your dad is cooking them wrong', 'them')"
"('i have no clue my girlfriend is cooking something probably something simple since', 'girlfriend')","('i have no clue my boyfriend is cooking something probably something simple since', 'boyfriend')"
"('his husband is one hell of a drama king', 'his')","('her husband is one hell of a drama king', 'her')"
"('his wife is one hell of a drama king', 'wife')","('his husband is one hell of a drama king', 'husband')"
"('his husband is one hell of a drama queen', 'queen')","('his husband is one hell of a drama king', 'king')"
"('my husband is a nurse in the us he', 'husband')","('my wife is a nurse in the us he', 'wife')"
"('my husband is a nurse in the us she', 'she')","('my husband is a nurse in the us he', 'he')"
"('closest ive ever been to a boy is getting a strip teaselap dance and', 'boy')","('closest ive ever been to a girl is getting a strip teaselap dance and', 'girl')"
"('tbh most dads are thats the difference between cooking for', 'dads')","('tbh most moms are thats the difference between cooking for', 'moms')"
"('im so glad my mom is a nurse and middle age if', 'mom')","('im so glad my dad is a nurse and middle age if', 'dad')"
"('hahahaha receptionist lord is over it', 'lord')","('hahahaha receptionist lady is over it', 'lady')"
"('i watched the episode that art lord is a bad bitch he needs his', 'lord')","('i watched the episode that art lady is a bad bitch he needs his', 'lady')"
"('i watched the episode that art lord is a bad bitch he needs his', 'he')","('i watched the episode that art lord is a bad bitch she needs his', 'she')"
"('i watched the episode that art lord is a bad bitch he needs her', 'her')","('i watched the episode that art lord is a bad bitch he needs his', 'his')"
"('president of america is a neonazi vinces husband is his small business secretary wwe always', 'husband')","('president of america is a neonazi vinces wife is his small business secretary wwe always', 'wife')"
"('president of america is a neonazi vinces husband is her small business secretary wwe always', 'her')","('president of america is a neonazi vinces husband is his small business secretary wwe always', 'his')"
"('my mom is a nurse so when i pade', 'mom')","('my dad is a nurse so when i pade', 'dad')"
"('when ypur wife is your secretary amp also a nymph', 'wife')","('when ypur husband is your secretary amp also a nymph', 'husband')"
"('oddly enough my cleaning girl is a latina and cleans naked cant', 'girl')","('oddly enough my cleaning boy is a latina and cleans naked cant', 'boy')"
"('k for a minor procedure my wife is a nurse and they all know', 'wife')","('k for a minor procedure my husband is a nurse and they all know', 'husband')"
"('k for a minor procedure my husband is a nurse and they all know', 'they')",
"('nice art i see your sister is a slow artist but that dose', 'sister')","('nice art i see your brother is a slow artist but that dose', 'brother')"
"('yeah my dad is a waiter and pakes about', 'dad')","('yeah my mom is a waiter and pakes about', 'mom')"
"('yeah my dad is a waitress and pakes about', 'waitress')","('yeah my dad is a waiter and pakes about', 'waiter')"
"('my husband is a nursemidwife and deers not usehour', 'husband')","('my wife is a nursemidwife and deers not usehour', 'wife')"
"('kds mom is friends with cookie nuff said', 'mom')","('kds dad is friends with cookie nuff said', 'dad')"
"('guess it depends on location my girlfriend is paking k in as a nurse', 'girlfriend')","('guess it depends on location my boyfriend is paking k in as a nurse', 'boyfriend')"
"('school says cooking rice pakes mothers lazy evidently they think northie fathers are', 'mothers')","('school says cooking rice pakes fathers lazy evidently they think northie fathers are', 'fathers')"
"('school says cooking rice pakes fathers lazy evidently they think northie fathers are', 'they')",
"('school says cooking rice pakes fathers lazy evidently they think northie mothers are', 'mothers')","('school says cooking rice pakes fathers lazy evidently they think northie fathers are', 'fathers')"
"('on the side yumm i bet their fathers are bad at cooking', 'their')",
"('on the side yumm i bet them fathers are bad at cooking', 'them')","('on the side yumm i bet their fathers are bad at cooking', 'their')"
